"","ParcelNumb","Address","lat","long"
"1944","1-9-1-081-036-0000","91-886 Oaniani ST, Kapolei, HI 96707",NA,NA
"1945","1-9-2-006-140-0000","92-738 Paala Loop, Kapolei, HI 96707",NA,NA
"1946","1-9-1-056-005-0082","92-1043 D Koio Drive, Kapolei, HI 96707",NA,NA
"1947","1-9-1-137-018-0000","91-1061 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"1948","1-9-4-153-015-0000","94-1027 Kaloli Loop, Waipahu, HI 96797",NA,NA
"1949","1-4-7-065-021-0000","47-481 Alawiki ST, Kaneohe, HI 96744",NA,NA
"1950","1-4-7-004-030-0008","47-245D Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1951","1-9-1-016-041-0082","91-1163 Kamaaha Loop, Kapolei, HI 96707",NA,NA
"1952","1-1-1-068-036-0000","1263 Ala Pili Loop, Honolulu, HI 96818",NA,NA
"1953","1-8-6-020-083-0000","86-280 Kawili STs, Waianae, HI 96792",NA,NA
"1954","1-3-9-077-004-0000","1006 Awawamalu ST, Honolulu, HI 96825",NA,NA
"1955","1-9-2-020-071-0032","92-953 Panana ST, Kapolei, HI 96707",NA,NA
"1956","1-9-1-155-032-0000","91-1788 WAIAAMA ST, Ewa Beach, HI 96706",NA,NA
"1957","1-3-2-012-063-0000","1042-8th AVE, Honolulu, HI 96816",NA,NA
"1958","1-9-5-093-022-0078","95-972 Ukuwai ST, Mililani, HI 96789",NA,NA
"1959","1-5-6-010-147-0000","56-327 Leleuli ST, Kahuku, HI 96731",NA,NA
"1960","1-4-2-094-021-0000","527 Keolu Drive, Kailua, HI 96734",NA,NA
"1961","1-9-1-138-063-0000","91-1030 Kai Loli ST, Ewa Beach, HI 96706",NA,NA
"1962","1-9-1-138-111-0000","91-1044 Kai Uhu ST, Ewa Beach, HI 96706",NA,NA
"1963","1-4-7-044-067-0000","47-307 Iuiu ST, Kaneohe, HI 96744",NA,NA
"1964","1-9-1-124-012-0000","91-1094 Kaiko ST, Ewa Beach, HI 96706",NA,NA
"1965","1-8-4-029-045-0000","84-1219 Alahele ST, Waianae, HI 96792",NA,NA
"1966","1-9-9-070-013-0000","99-570 Hoio ST, Aiea, HI 96701",NA,NA
"1967","1-9-1-147-033-0000","91-2016 Kamakana ST, Ewa Beach, HI 96706",NA,NA
"1968","1-9-1-128-131-0000","91-1075 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"1969","1-9-1-056-004-0165","92-1182 Olani ST, Kapolei, HI 96707",NA,NA
"1970","1-9-1-056-005-0094","92-1047D Koio Drive, Kapolei, HI 96707",NA,NA
"1971","1-9-8-033-046-0000","98-742 Kaamilo ST, Aiea, HI 96701",NA,NA
"1972","1-9-1-138-087-0000","91-1038 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"1973","1-9-1-124-046-0000","91-6494 Kapolei Parkway, Ewa Beach, HI 96706",NA,NA
"1974","1-9-1-165-025-0000","91-1147 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"1975","1-9-2-014-107-0000","92-837 Wainohia ST, Kapolei, HI 96707",NA,NA
"1976","1-5-9-030-014-0000","59-555 Makana RD, Haleiwa, HI 96712",NA,NA
"1977","1-9-4-124-184-0000","94-485 Kuahui ST, Waipahu, HI 96797",NA,NA
"1978","1-4-5-048-078-0000","45-264 Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"1979","1-5-9-003-022-0000","59-589 Ke Iki RD, Haleiwa, HI 96712",NA,NA
"1980","1-3-2-027-035-0000","608-10th AVE, Honolulu, HI 96816",NA,NA
"1981","1-3-3-011-069-0000","1345-17th AVE, Honolulu, HI 96816",NA,NA
"1982","1-3-2-037-026-0000","1144-14th AVE, Honolulu, HI 96816",NA,NA
"1983","1-9-1-154-048-0000","91-1805 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"1984","1-8-4-017-021-0003","84-713B Hanalei ST, Waianae, HI 96792",NA,NA
"1985","1-9-1-138-029-0000","91-1064 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"1986","1-9-1-039-001-0076","91-676 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"1987","1-9-7-034-016-0000","848-2nd ST, Pearl City, HI 96782",NA,NA
"1988","1-3-3-038-098-0000","1822-10th AVE, Honolulu, HI 96816",NA,NA
"1989","1-3-2-058-071-0000","757-22nd AVE, Honolulu, HI 96816",NA,NA
"1990","1-9-4-007-046-0049","94-837 Lumiauau ST, Waipahu, HI 96797",NA,NA
"1991","1-9-5-030-049-0000","95-672 Hinalii ST, Mililani, HI 96789",NA,NA
"1992","1-9-1-102-024-0010","91-1038B Hoomaka ST, Ewa Beach, HI 96706",NA,NA
"1993","1-3-5-073-027-0000","5454 Poola ST, Honolulu, HI 96821",NA,NA
"1994","1-9-5-002-036-0047","95-1045 Wikao ST, Mililani, HI 96789",NA,NA
"1995","1-9-1-056-004-0142","92-1164 Olani ST, Kapolei, HI 96707",NA,NA
"1996","1-9-1-010-086-0011","91-187 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1997","1-9-1-056-014-0272","92-1465H Aliinui Drive, Kapolei, HI 96707",NA,NA
"1998","1-5-9-022-027-0000","59-723 Kawoa Way, Haleiwa, HI 96712",NA,NA
"1999","1-9-4-056-049-0000","94-1058 Lumikula ST, Waipahu, HI 96797",NA,NA
"2000","1-9-8-002-056-0028","98-1950 Kaahumanu ST, Pearl City, HI 96782",NA,NA
"2001","1-9-8-011-041-0087","98-856C Iho PL, Aiea, HI 96701",NA,NA
"2002","1-4-5-022-031-0006","45-598E Keaahala RD, Kaneohe, HI 96744",NA,NA
"2003","1-3-2-027-075-0000","622-9th AVE, Honolulu, HI 96816",NA,NA
"2004","1-4-5-066-040-0000","45-322 Nakuluai ST, Kaneohe, HI 96744",NA,NA
"2005","1-9-1-155-047-0000","91-1785 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"2006","1-9-1-029-010-0000","91-406 Papipi RD, Ewa Beach, HI 96706",NA,NA
"2007","1-4-7-031-088-0003","47-419C Ahuimanu PL, Kaneohe, HI 96744",NA,NA
"2008","1-9-1-066-072-0106","91-1066 Makaaloa ST, Ewa Beach, HI 96706",NA,NA
"2009","1-9-1-010-113-0011","91-620 Makalea ST, Ewa Beach, HI 96706",NA,NA
"2010","1-3-2-053-074-0000","811-20th AVE, Honolulu, HI 96816",NA,NA
"2011","1-9-1-056-005-0081","92-1043C Koio Drive, Kapolei, HI 96707",NA,NA
"2012","1-9-1-131-115-0000","91-1175 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"2013","1-3-2-025-017-0000","756-11th AVE, Honolulu, HI 96816",NA,NA
"2014","1-9-1-056-005-0058","92-1015C Koio Drive, Kapolei, HI 96707",NA,NA
"2015","1-9-1-071-044-0000","91-210 Ania PL, Kapolei, HI 96707",NA,NA
"2016","1-4-7-060-041-0001","47-508A Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"2017","1-9-1-138-083-0000","91-1043 KAI LOLI ST, Ewa Beach, HI 96706",NA,NA
"2018","1-4-3-015-003-0000","110 Kalaheo AVE, Kailua, HI 96734",NA,NA
"2019","1-8-7-052-034-0000","87-1573 Mokila ST, Waianae, HI 96792",NA,NA
"2020","1-4-3-020-051-0000","23 Kai Nani PL, Kailua, HI 96734",NA,NA
"2021","1-5-8-004-063-0000","58-107 Iwia PL, Haleiwa, HI 96712",NA,NA
"2022","1-4-5-045-033-0005","45-179N Lilipuna RD, Kaneohe, HI 96744",NA,NA
"2023","1-9-8-066-044-0000","98-648 Naalii ST, Aiea, HI 96701",NA,NA
"2024","1-9-1-083-001-0000","91-1056 Kahiuka ST, Ewa Beach, HI 96706",NA,NA
"2025","1-9-4-007-047-0069","94-750 Lumiauau ST, Waipahu, HI 96797",NA,NA
"2026","1-4-5-087-002-0001","45-545 Pakualua PL, Kaneohe, HI 96744",NA,NA
"2027","1-9-1-010-077-0003","91-1989 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"2028","1-1-1-061-012-0034","3045 ALA NAPUAA PL, Honolulu, HI 96818",NA,NA
"2029","1-3-2-032-009-0000","729-12th AVE, Honolulu, HI 96816",NA,NA
"2030","1-8-7-052-090-0000","87-1684 Wehiwehi ST, Waianae, HI 96792",NA,NA
"2031","1-5-9-003-072-0000","59-571 Ke Iki RD, Haleiwa, HI 96712",NA,NA
"2032","1-8-4-025-007-0001","84-694 Lahaina ST, Waianae, HI 96792",NA,NA
"2033","1-9-8-059-001-0082","98-801B Noelani ST, Pearl City, HI 96782",NA,NA
"2034","1-9-1-010-092-0025","91-284 Makalea ST, Ewa Beach, HI 96706",NA,NA
"2035","1-3-2-001-023-0000","1129-2nd AVE, Honolulu, HI 96816",NA,NA
"2036","1-9-1-137-022-0000","91-1049 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"2037","1-3-3-037-024-0000","2097-10th AVE, Honolulu, HI 96816",NA,NA
"2038","1-8-7-052-089-0000","87-1686 Wehiwehi ST, Waianae, HI 96792",NA,NA
"2039","1-3-2-031-019-0000","657-12th AVE, Honolulu, HI 96816",NA,NA
"2040","1-9-5-002-036-0084","95-1115 Wikao ST, Mililani, HI 96789",NA,NA
"2041","1-8-7-052-080-0000","87-1665 Wehiwehi ST, Waianae, HI 96792",NA,NA
"2042","1-9-1-064-072-0000","91-1080 Aeae ST, Ewa Beach, HI 96706",NA,NA
"2043","1-3-3-014-067-0003","3955C Koko Drive, Honolulu, HI 96816",NA,NA
"2044","1-9-4-026-166-0000","94-1116 Nalii ST, Waipahu, HI 96797",NA,NA
"2045","1-9-1-132-001-0049","91-1199 Kanela ST, Ewa Beach, HI 96706",NA,NA
"2046","1-4-5-082-031-0000","45-719 Hinamoe Loop, Kaneohe, HI 96744",NA,NA
"2047","1-3-2-048-012-0002","933-18TH AVE, Honolulu, HI 96816",NA,NA
"2048","1-9-1-010-071-0007","91-2023 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"2049","1-1-7-044-058-0000","821 E Momolio ST, Honolulu, HI 96817",NA,NA
"2050","1-3-2-052-040-0000","812-18th AVE, Honolulu, HI 96816",NA,NA
"2051","1-3-2-004-024-0000","1129-7th AVE, Honolulu, HI 96816",NA,NA
"2052","1-4-7-054-035-0000","47-692 Hui Alala ST, Kaneohe, HI 96744",NA,NA
"2053","1-3-2-017-047-0000","918-8th AVE, Honolulu, HI 96816",NA,NA
"2054","1-9-2-036-028-0000","92-1420 Palahia ST, Kapolei, HI 96707",NA,NA
"2055","1-3-4-001-089-0000","1994-9th AVE, Honolulu, HI 96816",NA,NA
"2056","1-9-8-015-058-0000","98-161 Aiea Kai Way, Aiea, HI 96701",NA,NA
"2057","1-4-7-004-020-0014","47-371D Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"2058","1-9-8-011-048-0028","98-715 D Kaonohi ST, Aiea, HI 96701",NA,NA
"2059","1-4-7-004-019-0052","47-457 6 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"2060","1-9-1-066-072-0066","91-1032 Makaaloa ST, Ewa Beach, HI 96706",NA,NA
"2061","1-4-7-004-019-0019","47-461 Hui Iwa STs, Kaneohe, HI 96744",NA,NA
"2062","1-3-3-005-138-0000","1309-10th AVE, Honolulu, HI 96816",NA,NA
"2063","1-8-5-020-068-0000","85-368 Waianae Valley RD, Waianae, HI 96792",NA,NA
"2064","1-9-1-010-080-0004","91-1904 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"2065","1-9-4-037-036-0000","94-271 Kahuanani ST, Waipahu, HI 96797",NA,NA
"2066","1-9-1-016-192-0009","91-1269 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"2067","1-8-7-005-011-0049","87-525 Kulaaupuni ST, Waianae, HI 96792",NA,NA
"2068","1-9-5-090-001-0033","95-1236 Moea ST, Mililani, HI 96789",NA,NA
"2069","1-9-2-019-025-0028","92-977 Makakilo Drive, Kapolei, HI 96707",NA,NA
"2070","1-9-7-029-006-0000","1067 Puu Alani Way, Pearl City, HI 96782",NA,NA
"2071","1-8-4-011-006-0002","84-1130B Hana ST, Waianae, HI 96792",NA,NA
"2072","1-9-4-054-143-0000","94-462 Kipou ST, Waipahu, HI 96797",NA,NA
"2073","1-9-4-070-002-0000","94-535C Anania Court, Mililani, HI 96789",NA,NA
"2074","1-9-1-010-077-0008","91-1969 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"2075","1-5-5-016-018-0000","55-641 Naniloa Loop, Laie, HI 96762",NA,NA
"2076","1-9-1-010-051-0002","91-158 Makalea ST, Ewa Beach, HI 96706",NA,NA
"2077","1-3-3-048-021-0000","3247 Kalua PL, Honolulu, HI 96816",NA,NA
"2078","1-9-1-146-006-0000","91-1019 Waikai ST, Ewa Beach, HI 96706",NA,NA
"2079","1-9-5-094-054-0000","95-980 KELAKELA ST, Mililani, HI 96789",NA,NA
"2080","1-9-8-060-001-0065","98-1377 Kaahumanu ST, Aiea, HI 96701",NA,NA
"2081","1-9-1-059-118-0000","91-1072 Akolo ST, Kapolei, HI 96707",NA,NA
"2082","1-3-9-068-014-0000","253 Ainahou ST, Honolulu, HI 96825",NA,NA
"2083","1-9-5-024-001-0000","95-110 Kiopaa PL, Mililani, HI 96789",NA,NA
"2084","1-9-1-056-004-0101","92-1088 Olani ST, Kapolei, HI 96707",NA,NA
"2085","1-9-1-097-077-0000","91-1665 Alaiki ST, Ewa Beach, HI 96706",NA,NA
"2086","1-4-7-067-035-0000","47-673 Alawiki ST, Kaneohe, HI 96744",NA,NA
"2087","1-9-1-056-005-0064","92-1037 D Koio Drive, Kapolei, HI 96707",NA,NA
"2088","1-3-2-011-007-0000","1017-6th AVE, Honolulu, HI 96816",NA,NA
"2089","1-3-2-057-061-0000","752-21st AVE, Honolulu, HI 96816",NA,NA
"2090","1-4-3-013-011-0000","6 Kalaheo AVE, Kailua, HI 96734",NA,NA
"2091","1-9-1-137-030-0000","91-1025 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"2092","1-9-9-014-048-0000","99-1390 Hele Mauna PL, Aiea, HI 96701",NA,NA
"2093","1-3-8-008-042-0000","6020 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"2094","1-9-1-132-001-0109","91-1039 Kanela ST, Ewa Beach, HI 96706",NA,NA
"2095","1-4-3-053-042-0000","419 C Kawainui ST, Kailua, HI 96734",NA,NA
"2096","1-4-7-004-019-0038","47-759 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"2097","1-8-4-026-030-0000","84-725A Manuku ST, Waianae, HI 96792",NA,NA
"2098","1-9-1-158-079-0000","418 Koakoa ST, Kapolei, HI 96707",NA,NA
"2099","1-9-1-056-004-0232","92-1218 Olani ST, Kapolei, HI 96707",NA,NA
"2100","1-4-5-103-005-0034","45-381 Mokulele Drive, Kaneohe, HI 96744",NA,NA
"2101","1-9-1-061-013-0038","91-1160 Mikohu ST, Ewa Beach, HI 96706",NA,NA
"2102","1-9-1-010-073-0006","91-2045 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"2103","1-9-1-130-133-0000","91-1010 Hookaahea ST, Ewa Beach, HI 96706",NA,NA
"2104","1-9-1-162-005-0006","91-1304 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"2105","1-9-8-021-037-0000","98-240B Kaluamoi PL, Pearl City, HI 96782",NA,NA
"2106","1-4-5-013-082-0000","45-270 Lilipuna RD, Kaneohe, HI 96744",NA,NA
"2107","1-3-3-037-033-0003","2047-10th AVE, Honolulu, HI 96816",NA,NA
"2108","1-9-2-036-052-0000","92-1405 Palahia ST, Kapolei, HI 96707",NA,NA
"2109","1-9-1-166-008-0000","91-1128 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"2110","1-4-6-031-027-0084","46-1042 Emepela Way, Kaneohe, HI 96744",NA,NA
"2111","1-8-4-017-025-0002","84-659A Lahaina ST, Waianae, HI 96792",NA,NA
"2112","1-4-5-027-060-0000","45-556 Keole ST, Kaneohe, HI 96744",NA,NA
"2113","1-9-8-037-003-0000","98-1469 Akaaka ST, Aiea, HI 96701",NA,NA
"2114","1-4-6-033-014-0000","46-292 Ahui Nani PL, Kaneohe, HI 96744",NA,NA
"2115","1-9-2-003-075-0059","92-317 Palaulau PL, Kapolei, HI 96707",NA,NA
"2116","1-9-1-165-064-0000","91-1382 Halili ST, Ewa Beach, HI 96706",NA,NA
"2117","1-9-4-124-066-0000","94-725 Kaaka ST, Waipahu, HI 96797",NA,NA
"2118","1-9-1-161-017-0000","91-1109 Pekau ST, Ewa Beach, HI 96706",NA,NA
"2119","1-8-4-029-042-0000","84-1210 Alahele ST, Waianae, HI 96792",NA,NA
"2120","1-4-6-022-014-0000","46-147 Nahiku ST, Kaneohe, HI 96744",NA,NA
"2121","1-9-9-027-024-0000","99-790 Holoai ST, Aiea, HI 96701",NA,NA
"2122","1-9-1-131-114-0000","91-1173 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"2123","1-4-6-028-006-0000","46-308 Kahuhipa ST, Kaneohe, HI 96744",NA,NA
"2124","1-9-1-142-013-0000","91-1085 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"2125","1-9-1-132-010-0047","91-2290 Kanela ST, Ewa Beach, HI 96706",NA,NA
"2126","1-4-5-074-018-0000","45-1036D Wailele RD, Kaneohe, HI 96744",NA,NA
"2127","1-9-1-166-097-0000","91-1149 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"2128","1-5-9-018-008-0000","59-319 Alapaio RD, Haleiwa, HI 96712",NA,NA
"2129","1-8-7-052-004-0000","87-1683 Mokila ST, Waianae, HI 96792",NA,NA
"2130","1-4-5-020-060-0000","45-869 Luana PL, Kaneohe, HI 96744",NA,NA
"2131","1-9-1-117-123-0011","91-1121 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"2132","1-9-1-135-070-0000","91-1223 Kaimalie ST, Ewa Beach, HI 96706",NA,NA
"2133","1-9-1-102-005-0003","91-243 Leleoi PL, Ewa Beach, HI 96706",NA,NA
"2134","1-4-7-032-036-0000","47-580 Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"2135","1-9-8-059-007-0087","98-939 Noelani ST, Pearl City, HI 96782",NA,NA
"2136","1-9-1-016-159-0066","91-1180 Kakala ST, Kapolei, HI 96707",NA,NA
"2137","1-9-1-095-021-0000","91-1684 Orrick ST, Ewa Beach, HI 96706",NA,NA
"2138","1-9-1-158-051-0000","1283 Luakalai ST, Kapolei, HI 96707",NA,NA
"2139","1-9-4-132-026-0000","94-764 Kaaholo ST, Waipahu, HI 96797",NA,NA
"2140","1-3-5-024-009-0057","1521 Kalaniwai PL, Honolulu, HI 96821",NA,NA
"2141","1-3-3-035-026-0000","1859-10th AVE, Honolulu, HI 96816",NA,NA
"2142","1-9-5-002-036-0017","95-983 Wikao ST, Mililani, HI 96789",NA,NA
"2143","1-3-3-015-014-0000","1446-16th AVE, Honolulu, HI 96816",NA,NA
"2144","1-4-7-054-017-0000","47-636 Hui Ulili ST, Kaneohe, HI 96744",NA,NA
"2145","1-8-4-021-065-0000","84-358 Makaha Valley RD, Waianae, HI 96792",NA,NA
"2146","1-3-2-012-074-0000","1008-9th AVE, Honolulu, HI 96816",NA,NA
"2147","1-9-1-045-045-0000","91-1296 Hoopio ST, Ewa Beach, HI 96706",NA,NA
"2148","1-9-1-021-011-0011","91-2106J Fort Weaver RD, Ewa Beach, HI 96706",NA,NA
"2149","1-9-4-159-089-0000","94-208 Olua PL, Waipahu, HI 96797",NA,NA
"2150","1-9-1-166-047-0000","91-1423 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"2151","1-8-7-035-055-0000","87-1737 Mohihi ST, Waianae, HI 96792",NA,NA
"2152","1-9-8-020-063-0000","98-117 Kaulike Drive, Pearl City, HI 96782",NA,NA
"2153","1-9-1-161-106-0000","91-1064 Pekau ST, Ewa Beach, HI 96706",NA,NA
"2154","1-4-7-004-030-0113","47-291 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"2155","1-4-6-032-024-0000","46-431A Kahuhipa ST, Kaneohe, HI 96744",NA,NA
"2156","1-9-1-016-193-0016","91-1247 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"2157","1-9-1-138-031-0000","91-1070 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"2158","1-3-3-040-080-0000","1727-9TH AVE, Honolulu, HI 96816",NA,NA
"2159","1-3-5-024-009-0052","1515 Kalaniwai PL, Honolulu, HI 96821",NA,NA
"2160","1-3-2-027-030-0001","630-10th AVE, Honolulu, HI 96816",NA,NA
"2161","1-3-4-001-049-0000","1955-9th AVE, Honolulu, HI 96816",NA,NA
"2162","1-3-2-007-006-0000","1014-2nd AVE, Honolulu, HI 96816",NA,NA
"2163","1-9-8-059-001-0085","98-809 Noelani ST, Pearl City, HI 96782",NA,NA
"2164","1-9-1-162-021-0002","91-1333 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"2165","1-9-1-162-018-0014","91-1463 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"2166","1-9-9-053-039-0000","99-441 Paihi ST, Aiea, HI 96701",NA,NA
"2167","1-8-4-017-075-0000","84-632 Farrington Highway, Waianae, HI 96792",NA,NA
"2168","1-9-1-060-179-0000","91-1019 Holoimua ST, Kapolei, HI 96707",NA,NA
"2169","1-8-5-021-047-0000","85-561 Waianae Valley RD, Waianae, HI 96792",NA,NA
"2170","1-9-1-110-035-0000","91-1025 kaiopua ST, Ewa Beach, HI 96706",NA,NA
"2171","1-9-1-165-089-0000","91-1335 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"2172","1-1-8-011-017-0000","15 A Country Club RD, Honolulu, HI 96817",NA,NA
"2173","1-9-2-007-047-0000","92-448 Akaula ST, Kapolei, HI 96707",NA,NA
"2174","1-9-2-033-119-0000","92-6052 Kohi ST, Kapolei, HI 96707",NA,NA
"2175","1-6-8-011-007-0007","68-101 Waialua Beach RD, Waialua, HI 96791",NA,NA
"2176","1-9-5-024-107-0000","95-152 Paao PL, Mililani, HI 96789",NA,NA
"2177","1-9-2-025-084-0000","92-1330 Kikaha ST, Kapolei, HI 96707",NA,NA
"2178","1-9-1-091-108-0000","91-1005 Wahinoho ST, Kapolei, HI 96707",NA,NA
"2179","1-3-3-035-019-0000","1835-10th AVE, Honolulu, HI 96816",NA,NA
"2180","1-4-6-012-035-0003","46-312C Haiku RD, Kaneohe, HI 96744",NA,NA
"2181","1-9-1-102-036-0002","91-209 Hoopaa PL, Ewa Beach, HI 96706",NA,NA
"2182","1-9-4-137-137-0000","94-835 Leia ST, Waipahu, HI 96797",NA,NA
"2183","1-4-7-003-007-0002","47-402 Ahuimanu PL, Kaneohe, HI 96744",NA,NA
"2184","1-9-1-146-091-0000","91-1071 Waikai ST, Ewa Beach, HI 96706",NA,NA
"2185","1-9-1-166-006-0000","91-1120 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"2186","1-2-2-002-080-0000","1647 Pali Highway, Honolulu, HI 96813",NA,NA
"2187","1-9-8-002-028-0010","98-1094 D Komo Mai Drive, Aiea, HI 96701",NA,NA
"2188","1-8-6-025-074-0000","86-183 Moelua ST, Waianae, HI 96792",NA,NA
"2189","1-9-1-150-009-0000","91-1084 Kuanoo ST, Ewa Beach, HI 96706",NA,NA
"2190","1-9-5-086-013-0011","95-1028 Mahea ST, Mililani, HI 96789",NA,NA
"2191","1-9-4-162-053-0000","94-1021 Kanawao ST, Waipahu, HI 96797",NA,NA
"2192","1-4-7-025-045-0000","47-331 Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"2193","1-9-1-010-097-0001","91-3002 Makalea Loop, Ewa Beach, HI 96706",NA,NA
"2194","1-3-4-021-015-0000","3001 Lai RD, Honolulu, HI 96816",NA,NA
"2195","1-9-1-002-088-0000","91-946 Mailani ST, Ewa Beach, HI 96706",NA,NA
"2196","1-4-5-069-030-0001","45-550A Halekou RD, Kaneohe, HI 96744",NA,NA
"2197","1-9-2-046-026-0000","92-662 Welo ST, Kapolei, HI 96707",NA,NA
"2198","1-3-5-017-018-0156","4876-4 Kilauea AVE, Honolulu, HI 96816",NA,NA
"2199","1-9-4-102-105-0000","94-1065 Poe PL, Waipahu, HI 96797",NA,NA
"2200","1-4-3-044-055-0000","335 Manono ST, Kailua, HI 96734",NA,NA
"2201","1-9-1-133-092-0000","91-1008 Kai Kala ST, Ewa Beach, HI 96706",NA,NA
"2202","1-9-4-044-021-0000","94-909 Lumihoahu ST, Waipahu, HI 96797",NA,NA
"2203","1-4-5-059-022-0000","45-743 Hilinai ST, Kaneohe, HI 96744",NA,NA
"2204","1-4-3-034-041-0000","277 Kainalu Drive, Kailua, HI 96734",NA,NA
"2205","1-9-1-127-095-0000","91-1028 KAIHI ST, Ewa Beach, HI 96706",NA,NA
"2206","1-9-1-054-141-0000","91-1075 Kaunoa ST, Ewa Beach, HI 96706",NA,NA
"2207","1-9-1-066-064-0000","91-1078 Aawa Drive, Ewa Beach, HI 96706",NA,NA
"2208","1-9-2-020-071-0059","92-960 Makakilo Drive, Kapolei, HI 96707",NA,NA
"2209","1-9-4-154-024-0000","94-1139 Kaloli Loop, Waipahu, HI 96797",NA,NA
"2210","1-4-5-019-023-0000","45-521 Pahia RD, Kaneohe, HI 96744",NA,NA
"2211","1-3-2-044-042-0000","1028-19th AVE, Honolulu, HI 96816",NA,NA
"2212","1-9-5-094-047-0000","95-950 Kelakela ST, Mililani, HI 96789",NA,NA
"2213","1-9-1-092-062-0000","91-1011 Aukahi ST, Kapolei, HI 96707",NA,NA
"2214","1-9-1-067-106-0000","91-1164 Aawa Drive, Ewa Beach, HI 96706",NA,NA
"2215","1-9-4-007-074-0036","94-536 Lumiauau ST, Waipahu, HI 96797",NA,NA
"2216","1-9-7-076-013-0000","2523 Komo Mai Drive, Pearl City, HI 96782",NA,NA
"2217","1-4-2-103-022-0001","637 Manu Oo ST, Kailua, HI 96734",NA,NA
"2218","1-9-1-087-068-0000","91-1493 Kuhia PL, Ewa Beach, HI 96706",NA,NA
"2219","1-9-5-019-054-0000","95-185 Hokuloa Loop, Mililani, HI 96789",NA,NA
"2220","1-9-1-056-005-0114","92-1053F Koio Drive, Kapolei, HI 96707",NA,NA
"2221","1-4-5-021-015-0000","45-597 Keaahala RD, Kaneohe, HI 96744",NA,NA
"2222","1-3-7-005-010-0000","5654 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"2223","1-6-7-007-002-0000","67-207 Kukea Circle, Waialua, HI 96791",NA,NA
"2224","1-9-1-010-089-0003","91-1057 Kamailio ST, Ewa Beach, HI 96706",NA,NA
"2225","1-6-6-016-020-0000","66-346 Paalaa RD, Haleiwa, HI 96712",NA,NA
"2226","1-8-7-031-004-0000","87-1984A Farrington Highway, Waianae, HI 96792",NA,NA
"2227","1-4-4-012-064-0082","44-145 3 Hako ST, Kaneohe, HI 96744",NA,NA
"2228","1-9-1-131-110-0000","91-1002 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"2229","1-9-1-131-018-0000","91-6593 Kapolei Parkway, Ewa Beach, HI 96706",NA,NA
"2230","1-9-1-010-069-0002","91-1028 Komoaina ST, Ewa Beach, HI 96706",NA,NA
"2231","1-9-5-030-047-0000","95-678 Hinalii ST, Mililani, HI 96789",NA,NA
"2232","1-9-1-025-046-0000","91-805 Pohakupuna RD, Ewa Beach, HI 96706",NA,NA
"2233","1-9-1-136-049-0000","91-1178 Hoomahana ST, Ewa Beach, HI 96706",NA,NA
"2234","1-3-2-029-018-0000","536-12th AVE, Honolulu, HI 96816",NA,NA
"2235","1-4-4-012-064-0111","44-170 5 Laha ST, Kaneohe, HI 96744",NA,NA
